h,median,pctl_84,pctl_16,response,model,irf,version,shock,target,impulse
21,,,,labor_share,classical_fd,0.0842673157830247,vfci,,u_bc,Main
21,,,,interest,classical_fd,0.0365572502831234,vfci,,u_bc,Main
21,,,,inflation,classical_fd,0.0286947731361905,vfci,,u_bc,Main
21,,,,productivity,classical_fd,-0.0683775366962808,vfci,,u_bc,Main
21,,,,TFP,classical_fd,0.0798873489040385,vfci,,u_bc,Main
21,,,,vfci,classical_fd,0.0121582759233771,vfci,,u_bc,Main
22,,,,output,classical_fd,-0.0102880885437174,vfci,,u_bc,Main
22,,,,investment,classical_fd,-0.112713359877505,vfci,,u_bc,Main
22,,,,consumption,classical_fd,-0.0326662963806833,vfci,,u_bc,Main
22,,,,hours_worked,classical_fd,0.0182839979291042,vfci,,u_bc,Main
22,,,,unemployment,classical_fd,0.00161798859631256,vfci,,u_bc,Main
22,,,,labor_share,classical_fd,0.0812695350821496,vfci,,u_bc,Main
22,,,,interest,classical_fd,0.0330905471541445,vfci,,u_bc,Main
22,,,,inflation,classical_fd,0.026383051961082,vfci,,u_bc,Main
22,,,,productivity,classical_fd,-0.0706840774272755,vfci,,u_bc,Main
22,,,,TFP,classical_fd,0.0736336571801244,vfci,,u_bc,Main
22,,,,vfci,classical_fd,0.00995081761264946,vfci,,u_bc,Main
23,,,,output,classical_fd,-0.0340722963490445,vfci,,u_bc,Main
23,,,,investment,classical_fd,-0.184739986593069,vfci,,u_bc,Main
23,,,,consumption,classical_fd,-0.0456839450692758,vfci,,u_bc,Main
23,,,,hours_worked,classical_fd,-0.0026107310274131,vfci,,u_bc,Main
23,,,,unemployment,classical_fd,0.0162970389348266,vfci,,u_bc,Main
23,,,,labor_share,classical_fd,0.0754305873983464,vfci,,u_bc,Main
23,,,,interest,classical_fd,0.0295210841085903,vfci,,u_bc,Main
23,,,,inflation,classical_fd,0.0239984222936601,vfci,,u_bc,Main
23,,,,productivity,classical_fd,-0.0712760856034736,vfci,,u_bc,Main
23,,,,TFP,classical_fd,0.0662941074239762,vfci,,u_bc,Main
23,,,,vfci,classical_fd,0.00771031401558581,vfci,,u_bc,Main
24,,,,output,classical_fd,-0.0541371886414048,vfci,,u_bc,Main
24,,,,investment,classical_fd,-0.23764614030854,vfci,,u_bc,Main
24,,,,consumption,classical_fd,-0.0575008412997392,vfci,,u_bc,Main
24,,,,hours_worked,classical_fd,-0.0195271030978757,vfci,,u_bc,Main
24,,,,unemployment,classical_fd,0.0291430958917885,vfci,,u_bc,Main
24,,,,labor_share,classical_fd,0.0675018229167131,vfci,,u_bc,Main
24,,,,interest,classical_fd,0.0260435128962059,vfci,,u_bc,Main
24,,,,inflation,classical_fd,0.0216210200253242,vfci,,u_bc,Main
24,,,,productivity,classical_fd,-0.0706879099204011,vfci,,u_bc,Main
24,,,,TFP,classical_fd,0.0581389045485977,vfci,,u_bc,Main
24,,,,vfci,classical_fd,0.00553432947412601,vfci,,u_bc,Main
25,,,,output,classical_fd,-0.0703884560870313,vfci,,u_bc,Main
25,,,,investment,classical_fd,-0.272617086143775,vfci,,u_bc,Main
25,,,,consumption,classical_fd,-0.0678968664209367,vfci,,u_bc,Main
25,,,,hours_worked,classical_fd,-0.0323934194445928,vfci,,u_bc,Main
25,,,,unemployment,classical_fd,0.0399355990963541,vfci,,u_bc,Main
25,,,,labor_share,classical_fd,0.0582051131407469,vfci,,u_bc,Main
25,,,,interest,classical_fd,0.0228056811722675,vfci,,u_bc,Main
25,,,,inflation,classical_fd,0.0193157178227123,vfci,,u_bc,Main
25,,,,productivity,classical_fd,-0.0694008880102539,vfci,,u_bc,Main
25,,,,TFP,classical_fd,0.0494339075759576,vfci,,u_bc,Main
25,,,,vfci,classical_fd,0.0034990689166037,vfci,,u_bc,Main
26,,,,output,classical_fd,-0.082904603045225,vfci,,u_bc,Main
26,,,,investment,classical_fd,-0.291396664098854,vfci,,u_bc,Main
26,,,,consumption,classical_fd,-0.0767428087845054,vfci,,u_bc,Main
26,,,,hours_worked,classical_fd,-0.0413232515064195,vfci,,u_bc,Main
26,,,,unemployment,classical_fd,0.0485792195577979,vfci,,u_bc,Main
26,,,,labor_share,classical_fd,0.0482030424360593,vfci,,u_bc,Main
26,,,,interest,classical_fd,0.0199116952791506,vfci,,u_bc,Main
26,,,,inflation,classical_fd,0.0171323842440039,vfci,,u_bc,Main
26,,,,productivity,classical_fd,-0.0678308769930392,vfci,,u_bc,Main
26,,,,TFP,classical_fd,0.040429708950715,vfci,,u_bc,Main
26,,,,vfci,classical_fd,0.00166046478104368,vfci,,u_bc,Main
27,,,,output,classical_fd,-0.0919002112910183,vfci,,u_bc,Main
27,,,,investment,classical_fd,-0.296100251682782,vfci,,u_bc,Main
27,,,,consumption,classical_fd,-0.0839888869568226,vfci,,u_bc,Main
27,,,,hours_worked,classical_fd,-0.0465753559304589,vfci,,u_bc,Main
27,,,,unemployment,classical_fd,0.0550845532355935,vfci,,u_bc,Main
27,,,,labor_share,classical_fd,0.0380779385388157,vfci,,u_bc,Main
27,,,,interest,classical_fd,0.0174263306331508,vfci,,u_bc,Main
27,,,,inflation,classical_fd,0.0151067287392046,vfci,,u_bc,Main
27,,,,productivity,classical_fd,-0.0663210063810635,vfci,,u_bc,Main
27,,,,TFP,classical_fd,0.0313539004905178,vfci,,u_bc,Main
27,,,,vfci,classical_fd,5.57463482762153e-05,vfci,,u_bc,Main
28,,,,output,classical_fd,-0.0976903374096781,vfci,,u_bc,Main
28,,,,investment,classical_fd,-0.289048370545333,vfci,,u_bc,Main
28,,,,consumption,classical_fd,-0.0896520326407631,vfci,,u_bc,Main
28,,,,hours_worked,classical_fd,-0.0485150220068813,vfci,,u_bc,Main
28,,,,unemployment,classical_fd,0.0595478751649584,vfci,,u_bc,Main
28,,,,labor_share,classical_fd,0.028318931362083,vfci,,u_bc,Main
28,,,,interest,classical_fd,0.0153803117744164,vfci,,u_bc,Main
28,,,,inflation,classical_fd,0.0132615931468254,vfci,,u_bc,Main
28,,,,productivity,classical_fd,-0.0651390999972728,vfci,,u_bc,Main
28,,,,TFP,classical_fd,0.0224059390933883,vfci,,u_bc,Main
28,,,,vfci,classical_fd,-0.00129457978548062,vfci,,u_bc,Main
29,,,,output,classical_fd,-0.100657393002449,vfci,,u_bc,Main
29,,,,investment,classical_fd,-0.272623921441944,vfci,,u_bc,Main
29,,,,consumption,classical_fd,-0.0938027131797283,vfci,,u_bc,Main
29,,,,hours_worked,classical_fd,-0.0475781823920662,vfci,,u_bc,Main
29,,,,unemployment,classical_fd,0.062130994398372,vfci,,u_bc,Main
29,,,,labor_share,classical_fd,0.019316023257475,vfci,,u_bc,Main
29,,,,interest,classical_fd,0.0137760480260822,vfci,,u_bc,Main
29,,,,inflation,classical_fd,0.0116085502763934,vfci,,u_bc,Main
29,,,,productivity,classical_fd,-0.0644790733286731,vfci,,u_bc,Main
29,,,,TFP,classical_fd,0.0137541744077043,vfci,,u_bc,Main
29,,,,vfci,classical_fd,-0.00238444508883208,vfci,,u_bc,Main
30,,,,output,classical_fd,-0.101221504218881,vfci,,u_bc,Main
30,,,,investment,classical_fd,-0.249154628205321,vfci,,u_bc,Main
30,,,,consumption,classical_fd,-0.0965519576204859,vfci,,u_bc,Main
30,,,,hours_worked,classical_fd,-0.044239299914323,vfci,,u_bc,Main
30,,,,unemployment,classical_fd,0.0630420678915449,vfci,,u_bc,Main
30,,,,labor_share,classical_fd,0.0113600358411618,vfci,,u_bc,Main
30,,,,interest,classical_fd,0.0125934761989938,vfci,,u_bc,Main
30,,,,inflation,classical_fd,0.0101496797353343,vfci,,u_bc,Main
30,,,,productivity,classical_fd,-0.0644655299844347,vfci,,u_bc,Main
30,,,,TFP,classical_fd,0.0055346842326665,vfci,,u_bc,Main
30,,,,vfci,classical_fd,-0.00321975461564795,vfci,,u_bc,Main
31,,,,output,classical_fd,-0.0998150050904135,vfci,,u_bc,Main
31,,,,investment,classical_fd,-0.220820963553794,vfci,,u_bc,Main
31,,,,consumption,classical_fd,-0.0980391204807119,vfci,,u_bc,Main
31,,,,hours_worked,classical_fd,-0.0389837149162781,vfci,,u_bc,Main
31,,,,unemployment,classical_fd,0.0625180371475545,vfci,,u_bc,Main
31,,,,labor_share,classical_fd,0.00464725606184264,vfci,,u_bc,Main
31,,,,interest,classical_fd,0.0117957275283014,vfci,,u_bc,Main
31,,,,inflation,classical_fd,0.0088794067941313,vfci,,u_bc,Main
31,,,,productivity,classical_fd,-0.0651607558660616,vfci,,u_bc,Main
31,,,,TFP,classical_fd,-0.00214839412365875,vfci,,u_bc,Main
31,,,,vfci,classical_fd,-0.0038158681650534,vfci,,u_bc,Main
32,,,,output,classical_fd,-0.096861406641756,vfci,,u_bc,Main
32,,,,investment,classical_fd,-0.189588694104374,vfci,,u_bc,Main
32,,,,consumption,classical_fd,-0.0984207842815811,vfci,,u_bc,Main
32,,,,hours_worked,classical_fd,-0.0322848236244264,vfci,,u_bc,Main
32,,,,unemployment,classical_fd,0.0608091580292524,vfci,,u_bc,Main
32,,,,labor_share,classical_fd,-0.000712375888021983,vfci,,u_bc,Main
32,,,,interest,classical_fd,0.0113344002689106,vfci,,u_bc,Main
32,,,,inflation,classical_fd,0.0077863090255638,vfci,,u_bc,Main
32,,,,productivity,classical_fd,-0.0665733344823635,vfci,,u_bc,Main
32,,,,TFP,classical_fd,-0.00922132734757243,vfci,,u_bc,Main
32,,,,vfci,classical_fd,-0.00419514177629297,vfci,,u_bc,Main
33,,,,output,classical_fd,-0.0927589130433077,vfci,,u_bc,Main
33,,,,investment,classical_fd,-0.157164264945583,vfci,,u_bc,Main
33,,,,consumption,classical_fd,-0.0978610739165389,vfci,,u_bc,Main
33,,,,hours_worked,classical_fd,-0.0245861765939813,vfci,,u_bc,Main
33,,,,unemployment,classical_fd,0.0581659123454318,vfci,,u_bc,Main
33,,,,labor_share,classical_fd,-0.00468462527653917,vfci,,u_bc,Main
33,,,,interest,classical_fd,0.011154280253489,vfci,,u_bc,Main
33,,,,inflation,classical_fd,0.00685481562172143,vfci,,u_bc,Main
33,,,,productivity,classical_fd,-0.0686676702489349,vfci,,u_bc,Main
33,,,,TFP,classical_fd,-0.015638322051778,vfci,,u_bc,Main
33,,,,vfci,classical_fd,-0.00438462573443145,vfci,,u_bc,Main
34,,,,output,classical_fd,-0.0878683337067819,vfci,,u_bc,Main
34,,,,investment,classical_fd,-0.124970564469824,vfci,,u_bc,Main
34,,,,consumption,classical_fd,-0.0965235390789749,vfci,,u_bc,Main
34,,,,hours_worked,classical_fd,-0.016288348874514,vfci,,u_bc,Main
34,,,,unemployment,classical_fd,0.0548284274077658,vfci,,u_bc,Main
34,,,,labor_share,classical_fd,-0.00729885157548284,vfci,,u_bc,Main
34,,,,interest,classical_fd,0.0111974075459129,vfci,,u_bc,Main
34,,,,inflation,classical_fd,0.00606674417690609,vfci,,u_bc,Main
34,,,,productivity,classical_fd,-0.071373796585087,vfci,,u_bc,Main
34,,,,TFP,classical_fd,-0.0213783968000668,vfci,,u_bc,Main
34,,,,vfci,classical_fd,-0.00441399280465986,vfci,,u_bc,Main
35,,,,output,classical_fd,-0.0825050682570336,vfci,,u_bc,Main
35,,,,investment,classical_fd,-0.094140165191696,vfci,,u_bc,Main
35,,,,consumption,classical_fd,-0.0945646592196089,vfci,,u_bc,Main
35,,,,hours_worked,classical_fd,-0.00774024585728511,vfci,,u_bc,Main
35,,,,unemployment,classical_fd,0.051018391702797,vfci,,u_bc,Main
35,,,,labor_share,classical_fd,-0.00863528152989728,vfci,,u_bc,Main
35,,,,interest,classical_fd,0.0114064367624868,vfci,,u_bc,Main
35,,,,inflation,classical_fd,0.00540263827526972,vfci,,u_bc,Main
35,,,,productivity,classical_fd,-0.0745969510301974,vfci,,u_bc,Main
35,,,,TFP,classical_fd,-0.0264418352365973,vfci,,u_bc,Main
35,,,,vfci,classical_fd,-0.00431374698061048,vfci,,u_bc,Main
36,,,,output,classical_fd,-0.0769347183656751,vfci,,u_bc,Main
36,,,,investment,classical_fd,-0.0655229077697177,vfci,,u_bc,Main
36,,,,consumption,classical_fd,-0.0921289410265925,vfci,,u_bc,Main
36,,,,hours_worked,classical_fd,0.000765628202070751,vfci,,u_bc,Main
36,,,,unemployment,classical_fd,0.0469333435766854,vfci,,u_bc,Main
36,,,,labor_share,classical_fd,-0.00881237833043832,vfci,,u_bc,Main
36,,,,interest,classical_fd,0.0117272807683097,vfci,,u_bc,Main
36,,,,inflation,classical_fd,0.00484288575458593,vfci,,u_bc,Main
36,,,,productivity,classical_fd,-0.0782265109750435,vfci,,u_bc,Main
36,,,,TFP,classical_fd,-0.0308464408094664,vfci,,u_bc,Main
36,,,,vfci,classical_fd,-0.00411374074755748,vfci,,u_bc,Main
37,,,,output,classical_fd,-0.0713718027201728,vfci,,u_bc,Main
37,,,,investment,classical_fd,-0.0397046551761387,vfci,,u_bc,Main
37,,,,consumption,classical_fd,-0.0893455119521163,vfci,,u_bc,Main
37,,,,hours_worked,classical_fd,0.00899450071259764,vfci,,u_bc,Main
37,,,,unemployment,classical_fd,0.0427431257816506,vfci,,u_bc,Main
37,,,,labor_share,classical_fd,-0.00797487198287777,vfci,,u_bc,Main
37,,,,interest,classical_fd,0.0121110618190105,vfci,,u_bc,Main
37,,,,inflation,classical_fd,0.00436861163362726,vfci,,u_bc,Main
37,,,,productivity,classical_fd,-0.0821439934078055,vfci,,u_bc,Main
37,,,,TFP,classical_fd,-0.0346237838973907,vfci,,u_bc,Main
37,,,,vfci,classical_fd,-0.00384200909872023,vfci,,u_bc,Main
38,,,,output,classical_fd,-0.0659810135627063,vfci,,u_bc,Main
38,,,,investment,classical_fd,-0.017034158299011,vfci,,u_bc,Main
38,,,,consumption,classical_fd,-0.086326064464825,vfci,,u_bc,Main
38,,,,hours_worked,classical_fd,0.0167678673672621,vfci,,u_bc,Main
38,,,,unemployment,classical_fd,0.038588240690975,vfci,,u_bc,Main
38,,,,labor_share,classical_fd,-0.00628287268206564,vfci,,u_bc,Main
38,,,,interest,classical_fd,0.012515420759334,vfci,,u_bc,Main
38,,,,inflation,classical_fd,0.00396235121418923,vfci,,u_bc,Main
38,,,,productivity,classical_fd,-0.0862299246945747,vfci,,u_bc,Main
38,,,,TFP,classical_fd,-0.0378155989708985,vfci,,u_bc,Main
38,,,,vfci,classical_fd,-0.00352391206989228,vfci,,u_bc,Main
39,,,,output,classical_fd,-0.0608804490115558,vfci,,u_bc,Main
39,,,,investment,classical_fd,0.00234479220528095,vfci,,u_bc,Main
39,,,,consumption,classical_fd,-0.0831639732803967,vfci,,u_bc,Main
39,,,,hours_worked,classical_fd,0.0239598500629904,vfci,,u_bc,Main
39,,,,unemployment,classical_fd,0.0345798066300519,vfci,,u_bc,Main
39,,,,labor_share,classical_fd,-0.00390235500454161,vfci,,u_bc,Main
39,,,,interest,classical_fd,0.0129052539198566,vfci,,u_bc,Main
39,,,,inflation,classical_fd,0.00360851779359266,vfci,,u_bc,Main
39,,,,productivity,classical_fd,-0.0903694779854761,vfci,,u_bc,Main
39,,,,TFP,classical_fd,-0.0404704547370815,vfci,,u_bc,Main
39,,,,vfci,classical_fd,-0.00318156468168592,vfci,,u_bc,Main
40,,,,output,classical_fd,-0.0561462781707536,vfci,,u_bc,Main
40,,,,investment,classical_fd,0.0184584348185487,vfci,,u_bc,Main
40,,,,consumption,classical_fd,-0.0799343900417156,vfci,,u_bc,Main
40,,,,hours_worked,classical_fd,0.0304919693213355,vfci,,u_bc,Main
40,,,,unemployment,classical_fd,0.0308008020344786,vfci,,u_bc,Main
40,,,,labor_share,classical_fd,-0.000997180327851591,vfci,,u_bc,Main
40,,,,interest,classical_fd,0.0132529594663691,vfci,,u_bc,Main
40,,,,inflation,classical_fd,0.00329368586993258,vfci,,u_bc,Main
40,,,,productivity,classical_fd,-0.0944568540038967,vfci,,u_bc,Main
40,,,,TFP,classical_fd,-0.0426407859537514,vfci,,u_bc,Main
40,,,,vfci,classical_fd,-0.00283352387688587,vfci,,u_bc,Main
1,,,,output,classical_fd,0.11117938329586,vfci,,vfci_bc,Main
1,,,,investment,classical_fd,0.241293437638738,vfci,,vfci_bc,Main
1,,,,consumption,classical_fd,0.0562724749212904,vfci,,vfci_bc,Main
1,,,,hours_worked,classical_fd,-0.0767840870298899,vfci,,vfci_bc,Main
1,,,,unemployment,classical_fd,-0.000877749434062624,vfci,,vfci_bc,Main
1,,,,labor_share,classical_fd,-0.223228388240014,vfci,,vfci_bc,Main
1,,,,interest,classical_fd,-0.0987243381088907,vfci,,vfci_bc,Main
1,,,,inflation,classical_fd,-0.0288521235283703,vfci,,vfci_bc,Main
1,,,,productivity,classical_fd,0.146630611071165,vfci,,vfci_bc,Main
1,,,,TFP,classical_fd,0.269676822628796,vfci,,vfci_bc,Main
1,,,,vfci,classical_fd,-0.177551266886608,vfci,,vfci_bc,Main
2,,,,output,classical_fd,0.177056212050203,vfci,,vfci_bc,Main
2,,,,investment,classical_fd,0.474072009730215,vfci,,vfci_bc,Main
2,,,,consumption,classical_fd,0.168522162121262,vfci,,vfci_bc,Main
2,,,,hours_worked,classical_fd,0.0377596999528001,vfci,,vfci_bc,Main
2,,,,unemployment,classical_fd,-0.0369680847124529,vfci,,vfci_bc,Main
2,,,,labor_share,classical_fd,-0.130688210455039,vfci,,vfci_bc,Main
2,,,,interest,classical_fd,-0.0881872322214499,vfci,,vfci_bc,Main
2,,,,inflation,classical_fd,-0.0225632360346982,vfci,,vfci_bc,Main
2,,,,productivity,classical_fd,0.162284789895346,vfci,,vfci_bc,Main
2,,,,TFP,classical_fd,0.205179464039243,vfci,,vfci_bc,Main
2,,,,vfci,classical_fd,-0.130649968470565,vfci,,vfci_bc,Main
3,,,,output,classical_fd,0.322530118771195,vfci,,vfci_bc,Main
3,,,,investment,classical_fd,1.13624212019817,vfci,,vfci_bc,Main
3,,,,consumption,classical_fd,0.219910256954996,vfci,,vfci_bc,Main
3,,,,hours_worked,classical_fd,0.18540982983645,vfci,,vfci_bc,Main
3,,,,unemployment,classical_fd,-0.104093314951605,vfci,,vfci_bc,Main
3,,,,labor_share,classical_fd,-0.149502027368517,vfci,,vfci_bc,Main
3,,,,interest,classical_fd,-0.0625764093758922,vfci,,vfci_bc,Main
3,,,,inflation,classical_fd,-0.0315516394124748,vfci,,vfci_bc,Main
3,,,,productivity,classical_fd,0.177966937955465,vfci,,vfci_bc,Main
3,,,,TFP,classical_fd,0.137641034156433,vfci,,vfci_bc,Main
3,,,,vfci,classical_fd,-0.0819423138727861,vfci,,vfci_bc,Main
4,,,,output,classical_fd,0.418904967831638,vfci,,vfci_bc,Main
4,,,,investment,classical_fd,1.54432255934099,vfci,,vfci_bc,Main
4,,,,consumption,classical_fd,0.259797315335409,vfci,,vfci_bc,Main
4,,,,hours_worked,classical_fd,0.310039868816645,vfci,,vfci_bc,Main
4,,,,unemployment,classical_fd,-0.164602312885547,vfci,,vfci_bc,Main
4,,,,labor_share,classical_fd,-0.127466376785145,vfci,,vfci_bc,Main
4,,,,interest,classical_fd,-0.0442357351603627,vfci,,vfci_bc,Main
4,,,,inflation,classical_fd,-0.0307545638655949,vfci,,vfci_bc,Main
4,,,,productivity,classical_fd,0.151947743589659,vfci,,vfci_bc,Main
4,,,,TFP,classical_fd,0.0829906356845308,vfci,,vfci_bc,Main
4,,,,vfci,classical_fd,-0.0536104971204402,vfci,,vfci_bc,Main
5,,,,output,classical_fd,0.492591217460677,vfci,,vfci_bc,Main
5,,,,investment,classical_fd,1.79412339253733,vfci,,vfci_bc,Main
5,,,,consumption,classical_fd,0.298747649357674,vfci,,vfci_bc,Main
5,,,,hours_worked,classical_fd,0.397241782204691,vfci,,vfci_bc,Main
5,,,,unemployment,classical_fd,-0.214149132529348,vfci,,vfci_bc,Main
5,,,,labor_share,classical_fd,-0.0838623154572614,vfci,,vfci_bc,Main
5,,,,interest,classical_fd,-0.0280447312903422,vfci,,vfci_bc,Main
5,,,,inflation,classical_fd,-0.0255523867860867,vfci,,vfci_bc,Main
5,,,,productivity,classical_fd,0.126492437691337,vfci,,vfci_bc,Main
5,,,,TFP,classical_fd,0.0562375993374831,vfci,,vfci_bc,Main
5,,,,vfci,classical_fd,-0.031793358843324,vfci,,vfci_bc,Main
6,,,,output,classical_fd,0.544240222425457,vfci,,vfci_bc,Main
6,,,,investment,classical_fd,1.91850104300987,vfci,,vfci_bc,Main
6,,,,consumption,classical_fd,0.33388247522081,vfci,,vfci_bc,Main
6,,,,hours_worked,classical_fd,0.454434210345377,vfci,,vfci_bc,Main
6,,,,unemployment,classical_fd,-0.251063994571237,vfci,,vfci_bc,Main
6,,,,labor_share,classical_fd,-0.0332392992759695,vfci,,vfci_bc,Main
6,,,,interest,classical_fd,-0.0137997794825039,vfci,,vfci_bc,Main
6,,,,inflation,classical_fd,-0.0193213995687507,vfci,,vfci_bc,Main
6,,,,productivity,classical_fd,0.100944685234796,vfci,,vfci_bc,Main
6,,,,TFP,classical_fd,0.0462116123451879,vfci,,vfci_bc,Main
6,,,,vfci,classical_fd,-0.0147192704188038,vfci,,vfci_bc,Main
7,,,,output,classical_fd,0.57438444602006,vfci,,vfci_bc,Main
7,,,,investment,classical_fd,1.93777844316956,vfci,,vfci_bc,Main
7,,,,consumption,classical_fd,0.362932837765326,vfci,,vfci_bc,Main
7,,,,hours_worked,classical_fd,0.485396013650204,vfci,,vfci_bc,Main
7,,,,unemployment,classical_fd,-0.275711592695594,vfci,,vfci_bc,Main
7,,,,labor_share,classical_fd,0.0205113430380095,vfci,,vfci_bc,Main
7,,,,interest,classical_fd,-0.00162880555891466,vfci,,vfci_bc,Main
7,,,,inflation,classical_fd,-0.0128833892299977,vfci,,vfci_bc,Main
7,,,,productivity,classical_fd,0.0766069964252232,vfci,,vfci_bc,Main
7,,,,TFP,classical_fd,0.0485893516936183,vfci,,vfci_bc,Main
7,,,,vfci,classical_fd,-0.000999023998150131,vfci,,vfci_bc,Main
8,,,,output,classical_fd,0.585870682198207,vfci,,vfci_bc,Main
8,,,,investment,classical_fd,1.87594984256905,vfci,,vfci_bc,Main
8,,,,consumption,classical_fd,0.384589258687087,vfci,,vfci_bc,Main
8,,,,hours_worked,classical_fd,0.493794335371544,vfci,,vfci_bc,Main
8,,,,unemployment,classical_fd,-0.288681794751797,vfci,,vfci_bc,Main
8,,,,labor_share,classical_fd,0.072353693528344,vfci,,vfci_bc,Main
8,,,,interest,classical_fd,0.00804547210776843,vfci,,vfci_bc,Main
8,,,,inflation,classical_fd,-0.00682542839535212,vfci,,vfci_bc,Main
8,,,,productivity,classical_fd,0.0552433655997703,vfci,,vfci_bc,Main
8,,,,TFP,classical_fd,0.0590971745344585,vfci,,vfci_bc,Main
8,,,,vfci,classical_fd,0.00973334477676504,vfci,,vfci_bc,Main
9,,,,output,classical_fd,0.581432652565913,vfci,,vfci_bc,Main
9,,,,investment,classical_fd,1.75230209838495,vfci,,vfci_bc,Main
9,,,,consumption,classical_fd,0.398784619029807,vfci,,vfci_bc,Main
9,,,,hours_worked,classical_fd,0.483515125225351,vfci,,vfci_bc,Main
9,,,,unemployment,classical_fd,-0.29104155432408,vfci,,vfci_bc,Main
9,,,,labor_share,classical_fd,0.119302263717887,vfci,,vfci_bc,Main
9,,,,interest,classical_fd,0.0150142197718863,vfci,,vfci_bc,Main
9,,,,inflation,classical_fd,-0.00161187399058368,vfci,,vfci_bc,Main
9,,,,productivity,classical_fd,0.0382468354761036,vfci,,vfci_bc,Main
9,,,,TFP,classical_fd,0.0745922235121186,vfci,,vfci_bc,Main
9,,,,vfci,classical_fd,0.0176789530564314,vfci,,vfci_bc,Main
10,,,,output,classical_fd,0.564367691516406,vfci,,vfci_bc,Main
10,,,,investment,classical_fd,1.58583250021406,vfci,,vfci_bc,Main
10,,,,consumption,classical_fd,0.406088082027712,vfci,,vfci_bc,Main
10,,,,hours_worked,classical_fd,0.458491317898688,vfci,,vfci_bc,Main
10,,,,unemployment,classical_fd,-0.284263765924396,vfci,,vfci_bc,Main
10,,,,labor_share,classical_fd,0.159294344701011,vfci,,vfci_bc,Main
10,,,,interest,classical_fd,0.019401971374145,vfci,,vfci_bc,Main
10,,,,inflation,classical_fd,0.00260819479445941,vfci,,vfci_bc,Main
10,,,,productivity,classical_fd,0.026678313666672,vfci,,vfci_bc,Main
10,,,,TFP,classical_fd,0.0927905518005906,vfci,,vfci_bc,Main
10,,,,vfci,classical_fd,0.0231421138025684,vfci,,vfci_bc,Main
11,,,,output,classical_fd,0.537921874322269,vfci,,vfci_bc,Main
11,,,,investment,classical_fd,1.39363306042272,vfci,,vfci_bc,Main
11,,,,consumption,classical_fd,0.407362259297897,vfci,,vfci_bc,Main
11,,,,hours_worked,classical_fd,0.422613487012094,vfci,,vfci_bc,Main
11,,,,unemployment,classical_fd,-0.270045959689279,vfci,,vfci_bc,Main
11,,,,labor_share,classical_fd,0.191131764006471,vfci,,vfci_bc,Main
11,,,,interest,classical_fd,0.0214542569412512,vfci,,vfci_bc,Main
11,,,,inflation,classical_fd,0.00582098488982515,vfci,,vfci_bc,Main
11,,,,productivity,classical_fd,0.0209417242187661,vfci,,vfci_bc,Main
11,,,,TFP,classical_fd,0.111771476187649,vfci,,vfci_bc,Main
11,,,,vfci,classical_fd,0.026452639676949,vfci,,vfci_bc,Main
12,,,,output,classical_fd,0.505123285307001,vfci,,vfci_bc,Main
12,,,,investment,classical_fd,1.19030705898765,vfci,,vfci_bc,Main
12,,,,consumption,classical_fd,0.403640098850303,vfci,,vfci_bc,Main
12,,,,hours_worked,classical_fd,0.379493971696364,vfci,,vfci_bc,Main
12,,,,unemployment,classical_fd,-0.250155898139062,vfci,,vfci_bc,Main
12,,,,labor_share,classical_fd,0.214327878860302,vfci,,vfci_bc,Main
12,,,,interest,classical_fd,0.021506905756237,vfci,,vfci_bc,Main
12,,,,inflation,classical_fd,0.00808984683713363,vfci,,vfci_bc,Main
12,,,,productivity,classical_fd,0.020961756164712,vfci,,vfci_bc,Main
12,,,,TFP,classical_fd,0.130104083323647,vfci,,vfci_bc,Main
12,,,,vfci,classical_fd,0.0279581044702638,vfci,,vfci_bc,Main
13,,,,output,classical_fd,0.468671584209505,vfci,,vfci_bc,Main
13,,,,investment,classical_fd,0.987812353267722,vfci,,vfci_bc,Main
13,,,,consumption,classical_fd,0.396007217167053,vfci,,vfci_bc,Main
13,,,,hours_worked,classical_fd,0.332337379401439,vfci,,vfci_bc,Main
13,,,,unemployment,classical_fd,-0.22630973232398,vfci,,vfci_bc,Main
13,,,,labor_share,classical_fd,0.228946388738237,vfci,,vfci_bc,Main
13,,,,interest,classical_fd,0.0199475076033964,vfci,,vfci_bc,Main
13,,,,inflation,classical_fd,0.00952736592629713,vfci,,vfci_bc,Main
13,,,,productivity,classical_fd,0.0263006509794405,vfci,,vfci_bc,Main
13,,,,TFP,classical_fd,0.146789075243724,vfci,,vfci_bc,Main
13,,,,vfci,classical_fd,0.0280083182886035,vfci,,vfci_bc,Main
14,,,,output,classical_fd,0.430864188903611,vfci,,vfci_bc,Main
14,,,,investment,classical_fd,0.79542397851398,vfci,,vfci_bc,Main
14,,,,consumption,classical_fd,0.385518680874654,vfci,,vfci_bc,Main
14,,,,hours_worked,classical_fd,0.283866980534542,vfci,,vfci_bc,Main
14,,,,unemployment,classical_fd,-0.200087207190966,vfci,,vfci_bc,Main
14,,,,labor_share,classical_fd,0.235477859616562,vfci,,vfci_bc,Main
14,,,,interest,classical_fd,0.0171785090926268,vfci,,vfci_bc,Main
14,,,,inflation,classical_fd,0.0102684860068556,vfci,,vfci_bc,Main
14,,,,productivity,classical_fd,0.0362685575777131,vfci,,vfci_bc,Main
14,,,,TFP,classical_fd,0.161195597561192,vfci,,vfci_bc,Main
